action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18997014,[],CHEMBL4342695,Inhibition of rat cortex homogenate acetylcholinesterase by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(CNc1c2c(nc3ccccc13)CCCC2)NCCC1CCN(Cc2ccccc2)CC1,,,CHEMBL4342404,Bioorg Med Chem,2019,"{'bei': '18.01', 'le': '0.33', 'lle': '3.28', 'sei': '14.36'}",CHEMBL486901,,CHEMBL486901,8.22,1,http://www.openphacts.org/units/Nanomolar,3169761,=,1,1,=,,IC50,nM,,6.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,6.0
,,18997151,[],CHEMBL4342686,Antagonist activity at Acetylcholinesterase in Sprague-Dawley rat phrenic nerve-hemidiaphragm assessed as reversal of d-tubocurarine induced neuromuscular blockade after 15 mins,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,,,CHEMBL4342404,Bioorg Med Chem,2019,"{'bei': '24.84', 'le': '0.48', 'lle': '2.60', 'sei': '18.18'}",CHEMBL140476,HUPRINE Y,CHEMBL140476,7.07,0,http://www.openphacts.org/units/Nanomolar,3169757,=,1,1,=,,IC50,nM,,84.3,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,I50,uM,UO_0000065,,0.0843
,,18997152,[],CHEMBL4342686,Antagonist activity at Acetylcholinesterase in Sprague-Dawley rat phrenic nerve-hemidiaphragm assessed as reversal of d-tubocurarine induced neuromuscular blockade after 15 mins,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,,,CHEMBL4342404,Bioorg Med Chem,2019,"{'bei': '26.34', 'le': '0.51', 'lle': '3.03', 'sei': '19.28'}",CHEMBL140476,HUPRINE Y,CHEMBL140476,7.50,0,http://www.openphacts.org/units/Nanomolar,3169759,=,1,1,=,,IC50,nM,,31.6,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,I50,uM,UO_0000065,,0.0316
,,19043573,[],CHEMBL4353119,Inhibition of AChE from rat cortex by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,,,CHEMBL4350982,Eur J Med Chem,2019,"{'bei': '11.77', 'le': '0.22', 'lle': '2.37', 'sei': '6.12'}",CHEMBL779,TADALAFIL,CHEMBL779,4.58,0,http://www.openphacts.org/units/Nanomolar,3176999,=,1,1,=,,IC50,nM,,26159.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,26.159
,,19043574,[],CHEMBL4353119,Inhibition of AChE from rat cortex by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc4c(c3)OCO4)N2C(=O)CN1CCC1CCN(Cc2ccccc2)CC1,,,CHEMBL4350982,Eur J Med Chem,2019,"{'bei': '13.00', 'le': '0.24', 'lle': '2.61', 'sei': '9.60'}",CHEMBL4435044,,CHEMBL4435044,7.50,0,http://www.openphacts.org/units/Nanomolar,3177000,=,1,1,=,,IC50,nM,,32.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,32.0
,,19167580,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)c1cc(O)c(C(=O)OCC)cc1O,,,CHEMBL4382240,Bioorg Med Chem,2018,,CHEMBL4532056,,CHEMBL4532056,,0,http://www.openphacts.org/units/Nanomolar,3198953,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,100.0
,,19167581,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1cc(O)c(C(=O)O)cc1O,,,CHEMBL4382240,Bioorg Med Chem,2018,,CHEMBL4464247,,CHEMBL4464247,,0,http://www.openphacts.org/units/Nanomolar,3198954,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,100.0
,,19167582,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '9.54', 'le': '0.18', 'lle': '1.35', 'sei': '4.71'}",CHEMBL4524631,,CHEMBL4524631,4.95,0,http://www.openphacts.org/units/Nanomolar,3198955,=,1,1,=,,IC50,nM,,11300.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,11.3
,,19167583,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '9.34', 'le': '0.17', 'lle': '0.73', 'sei': '4.86'}",CHEMBL4516540,,CHEMBL4516540,5.11,0,http://www.openphacts.org/units/Nanomolar,3198956,=,1,1,=,,IC50,nM,,7800.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,7.8
,,19167584,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CN(C)CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2OC)cc1O,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '8.70', 'le': '0.16', 'lle': '1.42', 'sei': '4.07'}",CHEMBL4439936,,CHEMBL4439936,5.04,0,http://www.openphacts.org/units/Nanomolar,3198957,=,1,1,=,,IC50,nM,,9210.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,9.21
,,19167585,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '10.18', 'le': '0.19', 'lle': '1.77', 'sei': '5.00'}",CHEMBL4562198,,CHEMBL4562198,6.17,0,http://www.openphacts.org/units/Nanomolar,3198958,=,1,1,=,,IC50,nM,,670.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,0.67
,,19167586,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '9.66', 'le': '0.18', 'lle': '0.90', 'sei': '5.02'}",CHEMBL4440350,,CHEMBL4440350,5.28,0,http://www.openphacts.org/units/Nanomolar,3198959,=,1,1,=,,IC50,nM,,5210.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,5.21
,,19167587,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '9.38', 'le': '0.18', 'lle': '0.23', 'sei': '5.13'}",CHEMBL4527242,,CHEMBL4527242,5.39,0,http://www.openphacts.org/units/Nanomolar,3198960,=,1,1,=,,IC50,nM,,4050.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,4.05
,,19167588,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CN(C)CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2OC)cc1O,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '8.46', 'le': '0.16', 'lle': '0.73', 'sei': '4.15'}",CHEMBL4474151,,CHEMBL4474151,5.13,0,http://www.openphacts.org/units/Nanomolar,3198961,=,1,1,=,,IC50,nM,,7370.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,7.37
,,19167589,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '9.85', 'le': '0.19', 'lle': '1.07', 'sei': '5.06'}",CHEMBL4553651,,CHEMBL4553651,6.25,0,http://www.openphacts.org/units/Nanomolar,3198962,=,1,1,=,,IC50,nM,,560.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,0.56
,,19167590,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2N(C)C)cc1O)Cc1ccccc1N(C)C,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '8.14', 'le': '0.15', 'lle': '0.09', 'sei': '4.82'}",CHEMBL4554367,,CHEMBL4554367,5.38,0,http://www.openphacts.org/units/Nanomolar,3198963,=,1,1,=,,IC50,nM,,4170.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,4.17
,,19167591,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccc(N(C)C)cc2)cc1O)Cc1ccc(N(C)C)cc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '6.90', 'le': '0.13', 'lle': '-0.73', 'sei': '4.09'}",CHEMBL4463164,,CHEMBL4463164,4.56,0,http://www.openphacts.org/units/Nanomolar,3198964,=,1,1,=,,IC50,nM,,27400.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,27.4
,,19167592,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCCCCN1CCOc2ccccc2C1)c1cc(O)c(C(=O)NCCCCN2CCOc3ccccc3C2)cc1O,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '7.49', 'le': '0.14', 'lle': '0.60', 'sei': '3.65'}",CHEMBL4467746,,CHEMBL4467746,4.51,0,http://www.openphacts.org/units/Nanomolar,3198965,=,1,1,=,,IC50,nM,,30800.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,30.8
,,19167593,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '8.71', 'le': '0.16', 'lle': '-0.69', 'sei': '5.00'}",CHEMBL4552250,,CHEMBL4552250,5.25,0,http://www.openphacts.org/units/Nanomolar,3198966,=,1,1,=,,IC50,nM,,5600.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,5.6
,,19167594,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '8.46', 'le': '0.16', 'lle': '-1.38', 'sei': '5.08'}",CHEMBL4520323,,CHEMBL4520323,5.34,0,http://www.openphacts.org/units/Nanomolar,3198967,=,1,1,=,,IC50,nM,,4600.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,4.6
,,19167595,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CN(C)CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2OC)cc1O,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '7.50', 'le': '0.14', 'lle': '-0.99', 'sei': '4.02'}",CHEMBL4475678,,CHEMBL4475678,4.97,0,http://www.openphacts.org/units/Nanomolar,3198968,=,1,1,=,,IC50,nM,,10600.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,10.6
,,19167596,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '8.36', 'le': '0.16', 'lle': '-0.97', 'sei': '4.67'}",CHEMBL4451935,,CHEMBL4451935,5.78,0,http://www.openphacts.org/units/Nanomolar,3198969,=,1,1,=,,IC50,nM,,1680.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,1.68
,,19167597,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '17.70', 'le': '0.34', 'lle': '1.67', 'sei': '13.52'}",CHEMBL636,RIVASTIGMINE,CHEMBL636,4.43,0,http://www.openphacts.org/units/Nanomolar,3198970,=,1,1,=,,IC50,nM,,37100.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,37.1
,,19167598,[],CHEMBL4384296,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '20.62', 'le': '0.38', 'lle': '3.46', 'sei': '20.18'}",CHEMBL502,DONEPEZIL,CHEMBL502,7.82,1,http://www.openphacts.org/units/Nanomolar,3198971,=,1,1,=,,IC50,nM,,15.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,0.015
,,19167657,[],CHEMBL4384300,Inhibition of rat AChE,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,,,CHEMBL4382240,Bioorg Med Chem,2018,"{'bei': '13.92', 'le': '0.26', 'lle': '2.54', 'sei': '10.60'}",CHEMBL231160,MEMOQUIN,CHEMBL231160,8.81,0,http://www.openphacts.org/units/Nanomolar,3198973,=,1,1,=,,IC50,nM,,1.55,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,1.55
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22396557,[],CHEMBL4668638,Inhibition of rat brain Acetylcholinesterase using acetylthiocholine as substrate in presence of BChE inhibitor ethopropazine,B,,,BAO_0000190,BAO_0000019,assay format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL4665682,J Med Chem,2020,"{'bei': '31.38', 'le': '0.57', 'lle': '3.52', 'sei': '15.99'}",CHEMBL95,TACRINE,CHEMBL95,6.22,0,http://www.openphacts.org/units/Nanomolar,3508447,=,1,1,=,,IC50,nM,,600.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,600.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22396558,[],CHEMBL4668638,Inhibition of rat brain Acetylcholinesterase using acetylthiocholine as substrate in presence of BChE inhibitor ethopropazine,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,,,CHEMBL4665682,J Med Chem,2020,"{'bei': '19.63', 'le': '0.36', 'lle': '1.77', 'sei': '18.86'}",CHEMBL73800,,CHEMBL73800,9.40,0,http://www.openphacts.org/units/Nanomolar,3508448,=,1,1,=,,IC50,nM,,0.4,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,pM,UO_0000065,,400.0
,,22399043,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,C#CCOc1ccc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4665713,Bioorg Med Chem Lett,2020,,CHEMBL4753272,,CHEMBL4753272,,0,http://www.openphacts.org/units/Nanomolar,3508889,>,1,1,>,,IC50,nM,,200000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,200.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22399044,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=[N+]([O-])c1cccc(Nc2ncnc3ccc(OCc4cn(-c5ccccc5[N+](=O)[O-])nn4)cc23)c1,,,CHEMBL4665713,Bioorg Med Chem Lett,2020,"{'bei': '11.74', 'le': '0.22', 'lle': '1.34', 'sei': '3.47'}",CHEMBL4799395,,CHEMBL4799395,5.69,0,http://www.openphacts.org/units/Nanomolar,3508890,=,1,1,=,,IC50,nM,,2060.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,2.06
,,22399045,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=[N+]([O-])c1cccc(Nc2ncnc3ccc(OCc4cn(-c5cccc([N+](=O)[O-])c5)nn4)cc23)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4665713,Bioorg Med Chem Lett,2020,,CHEMBL4785665,,CHEMBL4785665,,0,http://www.openphacts.org/units/Nanomolar,3508891,>,1,1,>,,IC50,nM,,200000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,200.0
,,22399046,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=[N+]([O-])c1ccc(-n2cc(COc3ccc4ncnc(Nc5cccc([N+](=O)[O-])c5)c4c3)nn2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4665713,Bioorg Med Chem Lett,2020,,CHEMBL4751446,,CHEMBL4751446,,0,http://www.openphacts.org/units/Nanomolar,3508892,>,1,1,>,,IC50,nM,,200000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,200.0
,,22399047,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#Cc1cc(-n2cc(COc3ccc4ncnc(Nc5cccc([N+](=O)[O-])c5)c4c3)nn2)ccc1C(F)(F)F,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4665713,Bioorg Med Chem Lett,2020,,CHEMBL4787470,,CHEMBL4787470,,0,http://www.openphacts.org/units/Nanomolar,3508893,>,1,1,>,,IC50,nM,,200000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,200.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22399048,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,C#CCOc1ccc2ncnc(NCc3ccccc3)c2c1,,,CHEMBL4665713,Bioorg Med Chem Lett,2020,"{'bei': '14.93', 'le': '0.27', 'lle': '1.07', 'sei': '9.19'}",CHEMBL4741415,,CHEMBL4741415,4.32,0,http://www.openphacts.org/units/Nanomolar,3508894,=,1,1,=,,IC50,nM,,47730.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,47.73
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22399049,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=[N+]([O-])c1ccccc1-n1cc(COc2ccc3ncnc(NCc4ccccc4)c3c2)nn1,,,CHEMBL4665713,Bioorg Med Chem Lett,2020,"{'bei': '14.64', 'le': '0.27', 'lle': '2.33', 'sei': '5.49'}",CHEMBL4781786,,CHEMBL4781786,6.64,0,http://www.openphacts.org/units/Nanomolar,3508895,=,1,1,=,,IC50,nM,,230.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,0.23
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22399050,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=[N+]([O-])c1cccc(-n2cc(COc3ccc4ncnc(NCc5ccccc5)c4c3)nn2)c1,,,CHEMBL4665713,Bioorg Med Chem Lett,2020,"{'bei': '13.14', 'le': '0.24', 'lle': '1.65', 'sei': '4.93'}",CHEMBL4743276,,CHEMBL4743276,5.96,0,http://www.openphacts.org/units/Nanomolar,3508896,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,1.1
,,22399051,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=[N+]([O-])c1ccc(-n2cc(COc3ccc4ncnc(NCc5ccccc5)c4c3)nn2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4665713,Bioorg Med Chem Lett,2020,,CHEMBL4755487,,CHEMBL4755487,,0,http://www.openphacts.org/units/Nanomolar,3508897,>,1,1,>,,IC50,nM,,200000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,200.0
,,22399052,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#Cc1cc(-n2cc(COc3ccc4ncnc(NCc5ccccc5)c4c3)nn2)ccc1C(F)(F)F,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4665713,Bioorg Med Chem Lett,2020,,CHEMBL4754139,,CHEMBL4754139,,0,http://www.openphacts.org/units/Nanomolar,3508898,>,1,1,>,,IC50,nM,,200000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,200.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22399053,[],CHEMBL4669196,Inhibition of AChE in rat brain using acetylthiocholine iodide as substrate by Ellman's UV-vis spectrophotometric method,B,,,BAO_0000190,BAO_0000221,tissue-based format,C#CCOc1ccc2ncnc(N3CCN(C)CC3)c2c1,,,CHEMBL4665713,Bioorg Med Chem Lett,2020,"{'bei': '14.44', 'le': '0.27', 'lle': '2.69', 'sei': '9.82'}",CHEMBL4742074,,CHEMBL4742074,4.08,0,http://www.openphacts.org/units/Nanomolar,3508899,=,1,1,=,,IC50,nM,,83900.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,83.9
